dt_ms,spatial_tolerance,temporal_tolerance,cancellation_rate,total_roi_real,total_roi_cancelled,mean_displacement_px,frac_matches_ge_3px,frac_matches_ge_5px
5,3.0,4.0,51.99342558248007,45023,23409,0.8371060911067087,0.0,0.0
5,3.0,5.0,51.73800057748262,45023,23294,0.7886828772693621,0.0,0.0
5,4.0,1.0,57.586122648424144,45023,25927,1.478935741739633,0.07544022242817423,0.0
5,4.0,2.0,54.49881171845501,45023,24537,1.1760008991204935,0.04387162188511485,0.0
5,4.0,3.0,53.57928170046421,45023,24123,1.005325974574776,0.03084223013048636,0.0
5,4.0,4.0,53.08620038646914,45023,23901,0.9028548680598667,0.025407192067221536,0.0
5,4.0,5.0,52.67752037847322,45023,23717,0.8484160223561702,0.022697196936279425,0.0
5,5.0,1.0,58.856584412411436,45023,26499,1.5557853746198027,0.09960648398859165,0.0
5,5.0,2.0,55.2895186904471,45023,24893,1.2375097364988306,0.06179925764359239,0.0
5,5.0,3.0,54.172311929458274,45023,24390,1.0582045929109498,0.0455607476635514,0.0
5,5.0,4.0,53.59927148346401,45023,24132,0.9516413125770709,0.03861565053425518,0.0
5,5.0,5.0,53.14616973546854,45023,23928,0.8941580624148342,0.034888325677174085,0.0
6,1.0,1.0,17.02907402882971,45023,7667,0.6059557591695363,0.0,0.0
6,1.0,2.0,23.945538946760543,45023,10781,0.5595048110835783,0.0,0.0
6,1.0,3.0,28.427692512715723,45023,12799,0.5326341541338123,0.0,0.0
6,1.0,4.0,31.46391844168536,45023,14166,0.5138702048856499,0.0,0.0
6,1.0,5.0,33.14306021366857,45023,14922,0.5013164325019744,0.0,0.0
6,2.0,1.0,36.68791506563312,45023,16518,1.0628918409849333,0.0,0.0
6,2.0,2.0,40.33493991959665,45023,18160,0.9141142070222641,0.0,0.0
6,2.0,3.0,42.378339959576216,45023,19080,0.8253312224590413,0.0,0.0
6,2.0,4.0,43.46667258956533,45023,19570,0.7634744286924757,0.0,0.0
6,2.0,5.0,43.837594118561626,45023,19737,0.7251360338654146,0.0,0.0
6,3.0,1.0,48.08653354951913,45023,21650,1.3930927649790132,0.0,0.0
6,3.0,2.0,47.835550718521645,45023,21537,1.1563501582454117,0.0,0.0
6,3.0,3.0,47.88885680652111,45023,21561,1.0142053691847384,0.0,0.0
6,3.0,4.0,47.66896919352331,45023,21462,0.9161415589103237,0.0,0.0
6,3.0,5.0,47.42464962352575,45023,21352,0.8596699595175317,0.0,0.0
6,4.0,1.0,52.72638429247274,45023,23739,1.5788772640635818,0.09177292292698774,0.0
6,4.0,2.0,50.451991204495485,45023,22715,1.2832184445220214,0.05599189257664049,0.0
6,4.0,3.0,49.58576727450414,45023,22325,1.1086936883294096,0.03948777249561009,0.0
6,4.0,4.0,48.90167247851098,45023,22017,0.9912002828582266,0.030124398595639548,0.0
6,4.0,5.0,48.42191768651578,45023,21801,0.9255943678139297,0.025809273840769902,0.0
6,5.0,1.0,54.36554649845634,45023,24477,1.6743668768976046,0.12242015224044574,0.0
6,5.0,2.0,51.32709948248673,45023,23109,1.3492283125883582,0.07589285714285714,0.0
6,5.0,3.0,50.17213424249828,45023,22589,1.1632265436032667,0.05530749789385004,0.0
6,5.0,4.0,49.379206183506206,45023,22232,1.0398178331291341,0.0438424066319118,0.0
6,5.0,5.0,48.81727117251183,45023,21979,0.9685203400937418,0.03776356723124784,0.0
7,1.0,1.0,14.21273571285787,45023,6399,0.6235316077358374,0.0,0.0
7,1.0,2.0,20.20522843879795,45023,9097,0.572447196067313,0.0,0.0
7,1.0,3.0,24.343113519756567,45023,10960,0.5494151962254343,0.0,0.0
7,1.0,4.0,27.14390422672856,45023,12221,0.5332443357098982,0.0,0.0
7,1.0,5.0,28.703107300712972,45023,12923,0.5214435435828014,0.0,0.0
7,2.0,1.0,31.94589432068054,45023,14383,1.0966741056284683,0.0,0.0
7,2.0,2.0,35.67287830664327,45023,16061,0.9554892073575405,0.0,0.0
7,2.0,3.0,38.05388357061946,45023,17133,0.8709117115320212,0.0,0.0
7,2.0,4.0,39.22883859360771,45023,17662,0.8125947107439565,0.0,0.0
7,2.0,5.0,39.590875774604086,45023,17825,0.7721985269092778,0.0,0.0
7,3.0,1.0,43.31119649956689,45023,19500,1.4552377795410631,0.0,0.0
7,3.0,2.0,43.844257379561554,45023,19740,1.2361894134604405,0.0,0.0
7,3.0,3.0,44.312906736556876,45023,19951,1.0958782702290173,0.0,0.0
7,3.0,4.0,44.17297825555827,45023,19888,0.9984112385677956,0.0,0.0
7,3.0,5.0,43.7598560735624,45023,19702,0.9345032489129519,0.0,0.0
7,4.0,1.0,48.62847877751372,45023,21894,1.6762978393306684,0.11275072899178228,0.0
7,4.0,2.0,46.93823157053062,45023,21133,1.3881786869325077,0.06973887726321536,0.0
7,4.0,3.0,46.42071829953579,45023,20900,1.210504100969698,0.04956629491945477,0.0
7,4.0,4.0,45.6500011105435,45023,20553,1.0878415296533352,0.03702323848553998,0.0
7,4.0,5.0,45.00810696754992,45023,20264,1.0143362411293753,0.03228851963746224,0.0
7,5.0,1.0,50.49197077049507,45023,22733,1.790245250833331,0.14953627239232625,0.0
7,5.0,2.0,47.93105745952069,45023,21580,1.464471938936251,0.09313051576566589,0.0
7,5.0,3.0,47.047064833529525,45023,21182,1.2665267135358396,0.06615259740259741,0.0
7,5.0,4.0,46.12531372853875,45023,20767,1.1380428111602914,0.05146788990825688,0.0
7,5.0,5.0,45.40346045354596,45023,20442,1.059409720468284,0.0450013975589304,0.0
8,1.0,1.0,12.140461541878595,45023,5466,0.6218002176330693,0.0,0.0
8,1.0,2.0,17.535481864824646,45023,7895,0.5807064119398592,0.0,0.0
8,1.0,3.0,21.146969326788533,45023,9521,0.5577902035838314,0.0,0.0
8,1.0,4.0,23.59238611376408,45023,10622,0.5435053890432402,0.0,0.0
8,1.0,5.0,25.058303533749417,45023,11282,0.532936447557587,0.0,0.0
8,2.0,1.0,28.1500566377185,45023,12674,1.1157365907542305,0.0,0.0
8,2.0,2.0,32.136907802678635,45023,14469,0.9826079064766512,0.0,0.0
8,2.0,3.0,34.43351176065567,45023,15503,0.9039445754421953,0.0,0.0
8,2.0,4.0,35.73728982964263,45023,16090,0.8495360042640291,0.0,0.0
8,2.0,5.0,36.150412011638494,45023,16276,0.8093894545439717,0.0,0.0
8,3.0,1.0,39.60420229660396,45023,17831,1.5065625054273162,0.0,0.0
8,3.0,2.0,40.81913688559181,45023,18378,1.2950557776099703,0.0,0.0
8,3.0,3.0,41.42327254958577,45023,18650,1.164567768128246,0.0,0.0
8,3.0,4.0,41.314439286586854,45023,18601,1.0649607917024888,0.0,0.0
8,3.0,5.0,40.954623192590454,45023,18439,1.0024020061351797,0.0,0.0
8,4.0,1.0,45.323501321546765,45023,20406,1.7526743919450236,0.1288576583420378,0.0
8,4.0,2.0,44.328454345556715,45023,19958,1.4695462585026091,0.08250012075544608,0.0
8,4.0,3.0,43.808719987561915,45023,19724,1.294284370760799,0.05787059627207963,0.0
8,4.0,4.0,43.08242453856918,45023,19397,1.1694592901592908,0.044623842305977914,0.0
8,4.0,5.0,42.41609843857584,45023,19097,1.094519897076268,0.038287609285498944,0.0
8,5.0,1.0,47.33802723052662,45023,21313,1.8776685684470564,0.16951070474811025,0.0
8,5.0,2.0,45.37902849654621,45023,20431,1.5498312015933107,0.10725196221271796,0.0
8,5.0,3.0,44.490593696555095,45023,20031,1.3576656845158583,0.07679066653916038,0.0
8,5.0,4.0,43.571063678564286,45023,19617,1.2221256573493555,0.060033135172010525,0.0
8,5.0,5.0,42.79146214157208,45023,19266,1.1399638282753586,0.051301115241635685,0.0
9,1.0,1.0,10.474646291895255,45023,4716,0.6223959960174609,0.0,0.0
9,1.0,2.0,15.332163560846679,45023,6903,0.5893253661228375,0.0,0.0
9,1.0,3.0,18.54607644981454,45023,8350,0.5662114712999069,0.0,0.0
9,1.0,4.0,20.758279101792418,45023,9346,0.5486322780264387,0.0,0.0
9,1.0,5.0,22.002087821779977,45023,9906,0.5384770467748043,0.0,0.0
9,2.0,1.0,25.20711636274793,45023,11349,1.1346013891069189,0.0,0.0
9,2.0,2.0,29.329453834706705,45023,13205,1.0102882306935963,0.0,0.0
9,2.0,3.0,31.670479532683295,45023,14259,0.9364159238074035,0.0,0.0
9,2.0,4.0,32.89429846967106,45023,14810,0.8829679725031848,0.0,0.0
9,2.0,5.0,33.45845456766541,45023,15064,0.8498633239181901,0.0,0.0
9,3.0,1.0,36.62350354263377,45023,16489,1.5510193628043563,0.0,0.0
9,3.0,2.0,38.32485618461675,45023,17255,1.3491482833135338,0.0,0.0
9,3.0,3.0,39.07558359060924,45023,17593,1.2236413109463067,0.0,0.0
9,3.0,4.0,38.937876196610624,45023,17531,1.124788976011839,0.0,0.0
9,3.0,5.0,38.63802945161362,45023,17396,1.0640708829994212,0.0,0.0
9,4.0,1.0,42.5804588765742,45023,19171,1.8173863600396045,0.1425247825207364,0.0
9,4.0,2.0,41.91191168958088,45023,18870,1.5304504211575494,0.08842805939580133,0.0
9,4.0,3.0,41.60095950958399,45023,18730,1.3640664791989958,0.06426550038590173,0.0
9,4.0,4.0,40.84578992959154,45023,18390,1.2410813099574292,0.05089178304304619,0.0
9,4.0,5.0,40.19501143859805,45023,18097,1.165171676892343,0.04305813644810194,0.0
9,5.0,1.0,44.681607178553186,45023,20117,1.9510134198216067,0.1863902485843171,0.0
9,5.0,2.0,43.10241432156898,45023,19406,1.6242113648221812,0.11800842209561556,0.0
9,5.0,3.0,42.367234524576325,45023,19075,1.435010932169368,0.08580907857035137,0.0
9,5.0,4.0,41.41883037558581,45023,18648,1.3017662789177034,0.06891066755605726,0.0
9,5.0,5.0,40.663660795593366,45023,18308,1.2196587454503378,0.058995510076224285,0.0
10,1.0,1.0,9.148657352908513,45023,4119,0.6319099233999895,0.0,0.0
10,1.0,2.0,13.43091308886569,45023,6047,0.5902471405320759,0.0,0.0
10,1.0,3.0,16.22504053483775,45023,7305,0.5681844968408026,0.0,0.0
10,1.0,4.0,18.27288274881727,45023,8227,0.5511566141066278,0.0,0.0
10,1.0,5.0,19.483375163805167,45023,8772,0.5421174479081126,0.0,0.0
10,2.0,1.0,22.861648490771383,45023,10293,1.1576288586670143,0.0,0.0
10,2.0,2.0,27.05728183372943,45023,12182,1.040425051552863,0.0,0.0
10,2.0,3.0,29.336117095706637,45023,13208,0.9721910439246555,0.0,0.0
10,2.0,4.0,30.44888168269551,45023,13709,0.9148604274570852,0.0,0.0
10,2.0,5.0,31.110765608688894,45023,14007,0.8831771812932351,0.0,0.0
10,3.0,1.0,34.313573062656864,45023,15449,1.594551009963963,0.0,0.0
10,3.0,2.0,36.4302689736357,45023,16402,1.4042408743508747,0.0,0.0
10,3.0,3.0,37.061057681629386,45023,16686,1.278384802879175,0.0,0.0
10,3.0,4.0,36.93223463563068,45023,16628,1.1819401804458982,0.0,0.0
10,3.0,5.0,36.767874197632324,45023,16554,1.1208962853917883,0.0,0.0
10,4.0,1.0,40.50596361859494,45023,18237,1.8793791865030527,0.15532638741229002,0.0
10,4.0,2.0,40.21500122159785,45023,18106,1.5989564048281755,0.09675009338812103,0.0
10,4.0,3.0,39.77744708260222,45023,17909,1.4333464226058787,0.07311041823459843,0.0
10,4.0,4.0,39.022277502609775,45023,17569,1.3121298308913543,0.05880422296373284,0.0
10,4.0,5.0,38.48699553561513,45023,17328,1.2354078517669518,0.05006930967563072,0.0
10,5.0,1.0,42.631543877573684,45023,19194,2.0164281106609194,0.20054336888710003,0.0
10,5.0,2.0,41.323323634586764,45023,18605,1.6875050010644768,0.1249095233171337,0.0
10,5.0,3.0,40.57259622859428,45023,18267,1.5045084385411422,0.09514563106796116,0.0
10,5.0,4.0,39.60642338360393,45023,17832,1.3716131329356565,0.07678274400386328,0.0
10,5.0,5.0,38.94231837061058,45023,17533,1.2858687695051891,0.06505129884304738,0.0
11,1.0,1.0,8.166936898918332,45023,3677,0.638180593870072,0.0,0.0
11,1.0,2.0,12.149345889878505,45023,5470,0.5976567998069341,0.0,0.0
11,1.0,3.0,14.685827243853142,45023,6612,0.5747803011319086,0.0,0.0
11,1.0,4.0,16.502676409834972,45023,7430,0.5612701289147961,0.0,0.0
11,1.0,5.0,17.6198831708238,45023,7933,0.5527497108319659,0.0,0.0
11,2.0,1.0,20.85600692979144,45023,9390,1.164489343617988,0.0,0.0
11,2.0,2.0,25.25598027674744,45023,11371,1.057286088967894,0.0,0.0
11,2.0,3.0,27.441529884725586,45023,12355,0.9938184130070824,0.0,0.0
11,2.0,4.0,28.654243386713457,45023,12901,0.9438013076242777,0.0,0.0
11,2.0,5.0,29.342780356706573,45023,13211,0.9142672688495732,0.0,0.0
11,3.0,1.0,32.60555715967394,45023,14680,1.6315592156297878,0.0,0.0
11,3.0,2.0,34.864402638651356,45023,15697,1.4394990191591823,0.0,0.0
11,3.0,3.0,35.38857917064611,45023,15933,1.319047679230704,0.0,0.0
11,3.0,4.0,35.39746351864603,45023,15937,1.2304082519165025,0.0,0.0
11,3.0,5.0,35.184239166648155,45023,15841,1.1691446321522738,0.0,0.0
11,4.0,1.0,38.56473358061435,45023,17363,1.911523917713152,0.15582965898308868,0.0
11,4.0,2.0,38.624702929613754,45023,17390,1.6355721292580974,0.09992228266903519,0.0
11,4.0,3.0,38.200475312617996,45023,17199,1.4801645520747464,0.07714253748042067,0.0
11,4.0,4.0,37.57857095262421,45023,16919,1.3647211565455963,0.06179073990013618,0.0
11,4.0,5.0,36.98109854963019,45023,16650,1.2865634612810088,0.052746746516181046,0.0
11,5.0,1.0,40.72585123159274,45023,18336,2.0553444327561756,0.20398926372296194,0.0
11,5.0,2.0,39.85074295360149,45023,17942,1.7331346505615484,0.1314083677077195,0.0
11,5.0,3.0,39.04670945960954,45023,17580,1.5567773436635055,0.1010789014821273,0.0
11,5.0,4.0,38.169380094618305,45023,17185,1.4260330900145741,0.08057161921708185,0.0
11,5.0,5.0,37.49194855962508,45023,16880,1.3428512551755958,0.06972798733246621,0.0
12,1.0,1.0,7.4273149279257265,45023,3344,0.6287930347691763,0.0,0.0
12,1.0,2.0,11.120982608888792,45023,5007,0.5875912633377204,0.0,0.0
12,1.0,3.0,13.466450480865335,45023,6063,0.5643112422388844,0.0,0.0
12,1.0,4.0,15.161139861848389,45023,6826,0.5538363311463019,0.0,0.0
12,1.0,5.0,16.258356839837415,45023,7320,0.5453236731238663,0.0,0.0
12,2.0,1.0,19.714368211802856,45023,8876,1.1759364563450518,0.0,0.0
12,2.0,2.0,23.847811118761523,45023,10737,1.06643277571955,0.0,0.0
12,2.0,3.0,26.03780290073962,45023,11723,1.0036956489765736,0.0,0.0
12,2.0,4.0,27.252737489727473,45023,12270,0.9584715683423575,0.0,0.0
12,2.0,5.0,27.8901894587211,45023,12557,0.9260668228383662,0.0,0.0
12,3.0,1.0,31.226262132687737,45023,14059,1.6527645426953728,0.0,0.0
12,3.0,2.0,33.496213046665034,45023,15081,1.4627247785994533,0.0,0.0
12,3.0,3.0,34.02927392665971,45023,15321,1.3410629531035525,0.0,0.0
12,3.0,4.0,34.03593718765964,45023,15324,1.2531273268222105,0.0,0.0
12,3.0,5.0,33.87824001066122,45023,15253,1.192679938459012,0.0,0.0
12,4.0,1.0,37.212091597627875,45023,16754,1.9418493963671932,0.16264294790343076,0.0
12,4.0,2.0,37.3897785576261,45023,16834,1.6704172429593513,0.10641099026903263,0.0
12,4.0,3.0,36.87448637363126,45023,16602,1.5071328328486169,0.08071048368433233,0.0
12,4.0,4.0,36.2903404926371,45023,16339,1.395454085866147,0.06656891495601173,0.0
12,4.0,5.0,35.819470048641804,45023,16127,1.3222110495517247,0.05883400617430539,0.0
12,5.0,1.0,39.39542011860605,45023,17737,2.089956571069258,0.21253598392265494,0.0
12,5.0,2.0,38.671345756613285,45023,17411,1.773566857807803,0.13970020941254271,0.0
12,5.0,3.0,37.791795304622084,45023,17015,1.5892135140055734,0.10675736451540364,0.0
12,5.0,4.0,36.99886724563001,45023,16658,1.467310872108429,0.08890542706663614,0.0
12,5.0,5.0,36.40139484263599,45023,16389,1.3843379754747178,0.07777777777777778,0.0
13,1.0,1.0,6.998645136930014,45023,3151,0.6354327413161468,0.0,0.0
13,1.0,2.0,10.599027163894009,45023,4772,0.5972517293413104,0.0,0.0
13,1.0,3.0,12.835661772871642,45023,5779,0.571803929423626,0.0,0.0
